value_exc_vat,value_inc_vat,valid_from,valid_to,payment_method,hour,month,season,is_filled
26.72,28.056,2024-11-04 19:00:00+00:00,2024-11-04 19:30:00+00:00,,19.0,11.0,autumn,False
23.1,24.255,2024-11-04 19:30:00+00:00,2024-11-04 20:00:00+00:00,,19.0,11.0,autumn,False
22.36,23.478,2024-11-04 20:00:00+00:00,2024-11-04 20:30:00+00:00,,20.0,11.0,autumn,False
20.03,21.0315,2024-11-04 20:30:00+00:00,2024-11-04 21:00:00+00:00,,20.0,11.0,autumn,False
20.64,21.672,2024-11-04 21:00:00+00:00,2024-11-04 21:30:00+00:00,,21.0,11.0,autumn,False
18.67,19.6035,2024-11-04 21:30:00+00:00,2024-11-04 22:00:00+00:00,,21.0,11.0,autumn,False
18.95,19.8975,2024-11-04 22:00:00+00:00,2024-11-04 22:30:00+00:00,,22.0,11.0,autumn,False
15.46,16.233,2024-11-04 22:30:00+00:00,2024-11-04 23:00:00+00:00,,22.0,11.0,autumn,False
17.85,18.7425,2024-11-04 23:00:00+00:00,2024-11-04 23:30:00+00:00,,23.0,11.0,autumn,False
16.59,17.4195,2024-11-04 23:30:00+00:00,2024-11-05 00:00:00+00:00,,23.0,11.0,autumn,False
16.05,16.8525,2024-11-05 00:00:00+00:00,2024-11-05 00:30:00+00:00,,0.0,11.0,autumn,False
18.27,19.1835,2024-11-05 00:30:00+00:00,2024-11-05 01:00:00+00:00,,0.0,11.0,autumn,False
16.92,17.766,2024-11-05 01:00:00+00:00,2024-11-05 01:30:00+00:00,,1.0,11.0,autumn,False
16.05,16.8525,2024-11-05 01:30:00+00:00,2024-11-05 02:00:00+00:00,,1.0,11.0,autumn,False
16.4,17.22,2024-11-05 02:00:00+00:00,2024-11-05 02:30:00+00:00,,2.0,11.0,autumn,False
16.38,17.199,2024-11-05 02:30:00+00:00,2024-11-05 03:00:00+00:00,,2.0,11.0,autumn,False
16.59,17.4195,2024-11-05 03:00:00+00:00,2024-11-05 03:30:00+00:00,,3.0,11.0,autumn,False
16.17,16.9785,2024-11-05 03:30:00+00:00,2024-11-05 04:00:00+00:00,,3.0,11.0,autumn,False
16.92,17.766,2024-11-05 04:00:00+00:00,2024-11-05 04:30:00+00:00,,4.0,11.0,autumn,False
16.17,16.9785,2024-11-05 04:30:00+00:00,2024-11-05 05:00:00+00:00,,4.0,11.0,autumn,False
17.01,17.8605,2024-11-05 05:00:00+00:00,2024-11-05 05:30:00+00:00,,5.0,11.0,autumn,False
17.64,18.522,2024-11-05 05:30:00+00:00,2024-11-05 06:00:00+00:00,,5.0,11.0,autumn,False
21.23,22.2915,2024-11-05 06:00:00+00:00,2024-11-05 06:30:00+00:00,,6.0,11.0,autumn,False
23.73,24.9165,2024-11-05 06:30:00+00:00,2024-11-05 07:00:00+00:00,,6.0,11.0,autumn,False
20.58,21.609,2024-11-05 07:00:00+00:00,2024-11-05 07:30:00+00:00,,7.0,11.0,autumn,False
25.54,26.817,2024-11-05 07:30:00+00:00,2024-11-05 08:00:00+00:00,,7.0,11.0,autumn,False
23.18,24.339,2024-11-05 08:00:00+00:00,2024-11-05 08:30:00+00:00,,8.0,11.0,autumn,False
23.31,24.4755,2024-11-05 08:30:00+00:00,2024-11-05 09:00:00+00:00,,8.0,11.0,autumn,False
22.05,23.1525,2024-11-05 09:00:00+00:00,2024-11-05 09:30:00+00:00,,9.0,11.0,autumn,False
21.5,22.575,2024-11-05 09:30:00+00:00,2024-11-05 10:00:00+00:00,,9.0,11.0,autumn,False
21.84,22.932,2024-11-05 10:00:00+00:00,2024-11-05 10:30:00+00:00,,10.0,11.0,autumn,False
21.42,22.491,2024-11-05 10:30:00+00:00,2024-11-05 11:00:00+00:00,,10.0,11.0,autumn,False
22.05,23.1525,2024-11-05 11:00:00+00:00,2024-11-05 11:30:00+00:00,,11.0,11.0,autumn,False
22.51,23.6355,2024-11-05 11:30:00+00:00,2024-11-05 12:00:00+00:00,,11.0,11.0,autumn,False
22.08,23.184,2024-11-05 12:00:00+00:00,2024-11-05 12:30:00+00:00,,12.0,11.0,autumn,False
22.08,23.184,2024-11-05 12:30:00+00:00,2024-11-05 13:00:00+00:00,,12.0,11.0,autumn,False
22.89,24.0345,2024-11-05 13:00:00+00:00,2024-11-05 13:30:00+00:00,,13.0,11.0,autumn,False
22.05,23.1525,2024-11-05 13:30:00+00:00,2024-11-05 14:00:00+00:00,,13.0,11.0,autumn,False
26.21,27.5205,2024-11-05 14:00:00+00:00,2024-11-05 14:30:00+00:00,,14.0,11.0,autumn,False
26.37,27.6885,2024-11-05 14:30:00+00:00,2024-11-05 15:00:00+00:00,,14.0,11.0,autumn,False
29.69,31.1745,2024-11-05 15:00:00+00:00,2024-11-05 15:30:00+00:00,,15.0,11.0,autumn,False
35.56,37.338,2024-11-05 15:30:00+00:00,2024-11-05 16:00:00+00:00,,15.0,11.0,autumn,False
62.35,65.4675,2024-11-05 16:00:00+00:00,2024-11-05 16:30:00+00:00,,16.0,11.0,autumn,False
82.09,86.1945,2024-11-05 16:30:00+00:00,2024-11-05 17:00:00+00:00,,16.0,11.0,autumn,False
71.85,75.4425,2024-11-05 17:00:00+00:00,2024-11-05 17:30:00+00:00,,17.0,11.0,autumn,False
75.79,79.5795,2024-11-05 17:30:00+00:00,2024-11-05 18:00:00+00:00,,17.0,11.0,autumn,False
78.54,82.467,2024-11-05 18:00:00+00:00,2024-11-05 18:30:00+00:00,,18.0,11.0,autumn,False
57.54,60.417,2024-11-05 18:30:00+00:00,2024-11-05 19:00:00+00:00,,18.0,11.0,autumn,False
36.75,38.5875,2024-11-05 19:00:00+00:00,2024-11-05 19:30:00+00:00,,19.0,11.0,autumn,False
26.16,27.468,2024-11-05 19:30:00+00:00,2024-11-05 20:00:00+00:00,,19.0,11.0,autumn,False
28.56,29.988,2024-11-05 20:00:00+00:00,2024-11-05 20:30:00+00:00,,20.0,11.0,autumn,False
21.84,22.932,2024-11-05 20:30:00+00:00,2024-11-05 21:00:00+00:00,,20.0,11.0,autumn,False
22.05,23.1525,2024-11-05 21:00:00+00:00,2024-11-05 21:30:00+00:00,,21.0,11.0,autumn,False
18.48,19.404,2024-11-05 21:30:00+00:00,2024-11-05 22:00:00+00:00,,21.0,11.0,autumn,False
20.79,21.8295,2024-11-05 22:00:00+00:00,2024-11-05 22:30:00+00:00,,22.0,11.0,autumn,False
16.05,16.8525,2024-11-05 22:30:00+00:00,2024-11-05 23:00:00+00:00,,22.0,11.0,autumn,False
17.4,18.27,2024-11-05 23:00:00+00:00,2024-11-05 23:30:00+00:00,,23.0,11.0,autumn,False
18.06,18.963,2024-11-05 23:30:00+00:00,2024-11-06 00:00:00+00:00,,23.0,11.0,autumn,False
17.33,18.1965,2024-11-06 00:00:00+00:00,2024-11-06 00:30:00+00:00,,0.0,11.0,autumn,False
18.06,18.963,2024-11-06 00:30:00+00:00,2024-11-06 01:00:00+00:00,,0.0,11.0,autumn,False
17.32,18.186,2024-11-06 01:00:00+00:00,2024-11-06 01:30:00+00:00,,1.0,11.0,autumn,False
17.13,17.9865,2024-11-06 01:30:00+00:00,2024-11-06 02:00:00+00:00,,1.0,11.0,autumn,False
16.76,17.598,2024-11-06 02:00:00+00:00,2024-11-06 02:30:00+00:00,,2.0,11.0,autumn,False
16.45,17.2725,2024-11-06 02:30:00+00:00,2024-11-06 03:00:00+00:00,,2.0,11.0,autumn,False
16.8,17.64,2024-11-06 03:00:00+00:00,2024-11-06 03:30:00+00:00,,3.0,11.0,autumn,False
17.01,17.8605,2024-11-06 03:30:00+00:00,2024-11-06 04:00:00+00:00,,3.0,11.0,autumn,False
17.33,18.1965,2024-11-06 04:00:00+00:00,2024-11-06 04:30:00+00:00,,4.0,11.0,autumn,False
17.01,17.8605,2024-11-06 04:30:00+00:00,2024-11-06 05:00:00+00:00,,4.0,11.0,autumn,False
19.95,20.9475,2024-11-06 05:00:00+00:00,2024-11-06 05:30:00+00:00,,5.0,11.0,autumn,False
17.33,18.1965,2024-11-06 05:30:00+00:00,2024-11-06 06:00:00+00:00,,5.0,11.0,autumn,False
19.74,20.727,2024-11-06 06:00:00+00:00,2024-11-06 06:30:00+00:00,,6.0,11.0,autumn,False
22.26,23.373,2024-11-06 06:30:00+00:00,2024-11-06 07:00:00+00:00,,6.0,11.0,autumn,False
23.73,24.9165,2024-11-06 07:00:00+00:00,2024-11-06 07:30:00+00:00,,7.0,11.0,autumn,False
24.75,25.9875,2024-11-06 07:30:00+00:00,2024-11-06 08:00:00+00:00,,7.0,11.0,autumn,False
25.54,26.817,2024-11-06 08:00:00+00:00,2024-11-06 08:30:00+00:00,,8.0,11.0,autumn,False
25.68,26.964,2024-11-06 08:30:00+00:00,2024-11-06 09:00:00+00:00,,8.0,11.0,autumn,False
25.2,26.46,2024-11-06 09:00:00+00:00,2024-11-06 09:30:00+00:00,,9.0,11.0,autumn,False
25.2,26.46,2024-11-06 09:30:00+00:00,2024-11-06 10:00:00+00:00,,9.0,11.0,autumn,False
24.36,25.578,2024-11-06 10:00:00+00:00,2024-11-06 10:30:00+00:00,,10.0,11.0,autumn,False
24.36,25.578,2024-11-06 10:30:00+00:00,2024-11-06 11:00:00+00:00,,10.0,11.0,autumn,False
23.18,24.339,2024-11-06 11:00:00+00:00,2024-11-06 11:30:00+00:00,,11.0,11.0,autumn,False
23.18,24.339,2024-11-06 11:30:00+00:00,2024-11-06 12:00:00+00:00,,11.0,11.0,autumn,False
22.68,23.814,2024-11-06 12:00:00+00:00,2024-11-06 12:30:00+00:00,,12.0,11.0,autumn,False
23.31,24.4755,2024-11-06 12:30:00+00:00,2024-11-06 13:00:00+00:00,,12.0,11.0,autumn,False
25.3,26.565,2024-11-06 13:00:00+00:00,2024-11-06 13:30:00+00:00,,13.0,11.0,autumn,False
24.15,25.3575,2024-11-06 13:30:00+00:00,2024-11-06 14:00:00+00:00,,13.0,11.0,autumn,False
26.88,28.224,2024-11-06 14:00:00+00:00,2024-11-06 14:30:00+00:00,,14.0,11.0,autumn,False
26.92,28.266,2024-11-06 14:30:00+00:00,2024-11-06 15:00:00+00:00,,14.0,11.0,autumn,False
27.93,29.3265,2024-11-06 15:00:00+00:00,2024-11-06 15:30:00+00:00,,15.0,11.0,autumn,False
31.57,33.1485,2024-11-06 15:30:00+00:00,2024-11-06 16:00:00+00:00,,15.0,11.0,autumn,False
52.33,54.9465,2024-11-06 16:00:00+00:00,2024-11-06 16:30:00+00:00,,16.0,11.0,autumn,False
63.65,66.8325,2024-11-06 16:30:00+00:00,2024-11-06 17:00:00+00:00,,16.0,11.0,autumn,False
63.48,66.654,2024-11-06 17:00:00+00:00,2024-11-06 17:30:00+00:00,,17.0,11.0,autumn,False
66.11,69.4155,2024-11-06 17:30:00+00:00,2024-11-06 18:00:00+00:00,,17.0,11.0,autumn,False
55.0,57.75,2024-11-06 18:00:00+00:00,2024-11-06 18:30:00+00:00,,18.0,11.0,autumn,False
52.27,54.8835,2024-11-06 18:30:00+00:00,2024-11-06 19:00:00+00:00,,18.0,11.0,autumn,False
29.24,30.702,2024-11-06 19:00:00+00:00,2024-11-06 19:30:00+00:00,,19.0,11.0,autumn,False
25.22,26.481,2024-11-06 19:30:00+00:00,2024-11-06 20:00:00+00:00,,19.0,11.0,autumn,False
22.91,24.0555,2024-11-06 20:00:00+00:00,2024-11-06 20:30:00+00:00,,20.0,11.0,autumn,False
21.42,22.491,2024-11-06 20:30:00+00:00,2024-11-06 21:00:00+00:00,,20.0,11.0,autumn,False
20.74,21.777,2024-11-06 21:00:00+00:00,2024-11-06 21:30:00+00:00,,21.0,11.0,autumn,False
19.53,20.5065,2024-11-06 21:30:00+00:00,2024-11-06 22:00:00+00:00,,21.0,11.0,autumn,False
19.84,20.832,2024-11-06 22:00:00+00:00,2024-11-06 22:30:00+00:00,,22.0,11.0,autumn,False
17.33,18.1965,2024-11-06 22:30:00+00:00,2024-11-06 23:00:00+00:00,,22.0,11.0,autumn,False
18.4,19.32,2024-11-06 23:00:00+00:00,2024-11-06 23:30:00+00:00,,23.0,11.0,autumn,False
19.32,20.286,2024-11-06 23:30:00+00:00,2024-11-07 00:00:00+00:00,,23.0,11.0,autumn,False
16.77,17.6085,2024-11-07 00:00:00+00:00,2024-11-07 00:30:00+00:00,,0.0,11.0,autumn,False
17.92,18.816,2024-11-07 00:30:00+00:00,2024-11-07 01:00:00+00:00,,0.0,11.0,autumn,False
17.64,18.522,2024-11-07 01:00:00+00:00,2024-11-07 01:30:00+00:00,,1.0,11.0,autumn,False
16.76,17.598,2024-11-07 01:30:00+00:00,2024-11-07 02:00:00+00:00,,1.0,11.0,autumn,False
16.76,17.598,2024-11-07 02:00:00+00:00,2024-11-07 02:30:00+00:00,,2.0,11.0,autumn,False
16.76,17.598,2024-11-07 02:30:00+00:00,2024-11-07 03:00:00+00:00,,2.0,11.0,autumn,False
16.76,17.598,2024-11-07 03:00:00+00:00,2024-11-07 03:30:00+00:00,,3.0,11.0,autumn,False
16.77,17.6085,2024-11-07 03:30:00+00:00,2024-11-07 04:00:00+00:00,,3.0,11.0,autumn,False
16.77,17.6085,2024-11-07 04:00:00+00:00,2024-11-07 04:30:00+00:00,,4.0,11.0,autumn,False
16.48,17.304,2024-11-07 04:30:00+00:00,2024-11-07 05:00:00+00:00,,4.0,11.0,autumn,False
17.85,18.7425,2024-11-07 05:00:00+00:00,2024-11-07 05:30:00+00:00,,5.0,11.0,autumn,False
17.16,18.018,2024-11-07 05:30:00+00:00,2024-11-07 06:00:00+00:00,,5.0,11.0,autumn,False
18.86,19.803,2024-11-07 06:00:00+00:00,2024-11-07 06:30:00+00:00,,6.0,11.0,autumn,False
19.74,20.727,2024-11-07 06:30:00+00:00,2024-11-07 07:00:00+00:00,,6.0,11.0,autumn,False
18.46,19.383,2024-11-07 07:00:00+00:00,2024-11-07 07:30:00+00:00,,7.0,11.0,autumn,False
21.5,22.575,2024-11-07 07:30:00+00:00,2024-11-07 08:00:00+00:00,,7.0,11.0,autumn,False
21.32,22.386,2024-11-07 08:00:00+00:00,2024-11-07 08:30:00+00:00,,8.0,11.0,autumn,False
20.79,21.8295,2024-11-07 08:30:00+00:00,2024-11-07 09:00:00+00:00,,8.0,11.0,autumn,False
21.28,22.344,2024-11-07 09:00:00+00:00,2024-11-07 09:30:00+00:00,,9.0,11.0,autumn,False
20.79,21.8295,2024-11-07 09:30:00+00:00,2024-11-07 10:00:00+00:00,,9.0,11.0,autumn,False
20.68,21.714,2024-11-07 10:00:00+00:00,2024-11-07 10:30:00+00:00,,10.0,11.0,autumn,False
20.35,21.3675,2024-11-07 10:30:00+00:00,2024-11-07 11:00:00+00:00,,10.0,11.0,autumn,False
20.32,21.336,2024-11-07 11:00:00+00:00,2024-11-07 11:30:00+00:00,,11.0,11.0,autumn,False
20.06,21.063,2024-11-07 11:30:00+00:00,2024-11-07 12:00:00+00:00,,11.0,11.0,autumn,False
20.58,21.609,2024-11-07 12:00:00+00:00,2024-11-07 12:30:00+00:00,,12.0,11.0,autumn,False
20.73,21.7665,2024-11-07 12:30:00+00:00,2024-11-07 13:00:00+00:00,,12.0,11.0,autumn,False
20.16,21.168,2024-11-07 13:00:00+00:00,2024-11-07 13:30:00+00:00,,13.0,11.0,autumn,False
19.74,20.727,2024-11-07 13:30:00+00:00,2024-11-07 14:00:00+00:00,,13.0,11.0,autumn,False
20.89,21.9345,2024-11-07 14:00:00+00:00,2024-11-07 14:30:00+00:00,,14.0,11.0,autumn,False
20.15,21.1575,2024-11-07 14:30:00+00:00,2024-11-07 15:00:00+00:00,,14.0,11.0,autumn,False
21.0,22.05,2024-11-07 15:00:00+00:00,2024-11-07 15:30:00+00:00,,15.0,11.0,autumn,False
23.91,25.1055,2024-11-07 15:30:00+00:00,2024-11-07 16:00:00+00:00,,15.0,11.0,autumn,False
36.1,37.905,2024-11-07 16:00:00+00:00,2024-11-07 16:30:00+00:00,,16.0,11.0,autumn,False
39.02,40.971,2024-11-07 16:30:00+00:00,2024-11-07 17:00:00+00:00,,16.0,11.0,autumn,False
37.36,39.228,2024-11-07 17:00:00+00:00,2024-11-07 17:30:00+00:00,,17.0,11.0,autumn,False
38.29,40.2045,2024-11-07 17:30:00+00:00,2024-11-07 18:00:00+00:00,,17.0,11.0,autumn,False
38.2,40.11,2024-11-07 18:00:00+00:00,2024-11-07 18:30:00+00:00,,18.0,11.0,autumn,False
37.15,39.0075,2024-11-07 18:30:00+00:00,2024-11-07 19:00:00+00:00,,18.0,11.0,autumn,False
21.26,22.323,2024-11-07 19:00:00+00:00,2024-11-07 19:30:00+00:00,,19.0,11.0,autumn,False
20.75,21.7875,2024-11-07 19:30:00+00:00,2024-11-07 20:00:00+00:00,,19.0,11.0,autumn,False
19.11,20.0655,2024-11-07 20:00:00+00:00,2024-11-07 20:30:00+00:00,,20.0,11.0,autumn,False
16.8,17.64,2024-11-07 20:30:00+00:00,2024-11-07 21:00:00+00:00,,20.0,11.0,autumn,False
21.37,22.4385,2024-11-07 21:00:00+00:00,2024-11-07 21:30:00+00:00,,21.0,11.0,autumn,False
17.51,18.3855,2024-11-07 21:30:00+00:00,2024-11-07 22:00:00+00:00,,21.0,11.0,autumn,False
18.5,19.425,2024-11-07 22:00:00+00:00,2024-11-07 22:30:00+00:00,,22.0,11.0,autumn,False
17.43,18.3015,2024-11-07 22:30:00+00:00,2024-11-07 23:00:00+00:00,,22.0,11.0,autumn,False
17.68,18.564,2024-11-07 23:00:00+00:00,2024-11-07 23:30:00+00:00,,23.0,11.0,autumn,False
18.27,19.1835,2024-11-07 23:30:00+00:00,2024-11-08 00:00:00+00:00,,23.0,11.0,autumn,False
17.01,17.8605,2024-11-08 00:00:00+00:00,2024-11-08 00:30:00+00:00,,0.0,11.0,autumn,False
18.27,19.1835,2024-11-08 00:30:00+00:00,2024-11-08 01:00:00+00:00,,0.0,11.0,autumn,False
17.01,17.8605,2024-11-08 01:00:00+00:00,2024-11-08 01:30:00+00:00,,1.0,11.0,autumn,False
17.01,17.8605,2024-11-08 01:30:00+00:00,2024-11-08 02:00:00+00:00,,1.0,11.0,autumn,False
17.33,18.1965,2024-11-08 02:00:00+00:00,2024-11-08 02:30:00+00:00,,2.0,11.0,autumn,False
17.01,17.8605,2024-11-08 02:30:00+00:00,2024-11-08 03:00:00+00:00,,2.0,11.0,autumn,False
17.28,18.144,2024-11-08 03:00:00+00:00,2024-11-08 03:30:00+00:00,,3.0,11.0,autumn,False
17.26,18.123,2024-11-08 03:30:00+00:00,2024-11-08 04:00:00+00:00,,3.0,11.0,autumn,False
18.27,19.1835,2024-11-08 04:00:00+00:00,2024-11-08 04:30:00+00:00,,4.0,11.0,autumn,False
17.64,18.522,2024-11-08 04:30:00+00:00,2024-11-08 05:00:00+00:00,,4.0,11.0,autumn,False
19.11,20.0655,2024-11-08 05:00:00+00:00,2024-11-08 05:30:00+00:00,,5.0,11.0,autumn,False
18.48,19.404,2024-11-08 05:30:00+00:00,2024-11-08 06:00:00+00:00,,5.0,11.0,autumn,False
18.9,19.845,2024-11-08 06:00:00+00:00,2024-11-08 06:30:00+00:00,,6.0,11.0,autumn,False
19.74,20.727,2024-11-08 06:30:00+00:00,2024-11-08 07:00:00+00:00,,6.0,11.0,autumn,False
18.9,19.845,2024-11-08 07:00:00+00:00,2024-11-08 07:30:00+00:00,,7.0,11.0,autumn,False
22.05,23.1525,2024-11-08 07:30:00+00:00,2024-11-08 08:00:00+00:00,,7.0,11.0,autumn,False
21.0,22.05,2024-11-08 08:00:00+00:00,2024-11-08 08:30:00+00:00,,8.0,11.0,autumn,False
21.17,22.2285,2024-11-08 08:30:00+00:00,2024-11-08 09:00:00+00:00,,8.0,11.0,autumn,False
19.53,20.5065,2024-11-08 09:00:00+00:00,2024-11-08 09:30:00+00:00,,9.0,11.0,autumn,False
20.16,21.168,2024-11-08 09:30:00+00:00,2024-11-08 10:00:00+00:00,,9.0,11.0,autumn,False
20.83,21.8715,2024-11-08 10:00:00+00:00,2024-11-08 10:30:00+00:00,,10.0,11.0,autumn,False
20.16,21.168,2024-11-08 10:30:00+00:00,2024-11-08 11:00:00+00:00,,10.0,11.0,autumn,False
20.16,21.168,2024-11-08 11:00:00+00:00,2024-11-08 11:30:00+00:00,,11.0,11.0,autumn,False
20.58,21.609,2024-11-08 11:30:00+00:00,2024-11-08 12:00:00+00:00,,11.0,11.0,autumn,False
20.77,21.8085,2024-11-08 12:00:00+00:00,2024-11-08 12:30:00+00:00,,12.0,11.0,autumn,False
20.65,21.6825,2024-11-08 12:30:00+00:00,2024-11-08 13:00:00+00:00,,12.0,11.0,autumn,False
21.0,22.05,2024-11-08 13:00:00+00:00,2024-11-08 13:30:00+00:00,,13.0,11.0,autumn,False
20.58,21.609,2024-11-08 13:30:00+00:00,2024-11-08 14:00:00+00:00,,13.0,11.0,autumn,False
24.15,25.3575,2024-11-08 14:00:00+00:00,2024-11-08 14:30:00+00:00,,14.0,11.0,autumn,False
23.35,24.5175,2024-11-08 14:30:00+00:00,2024-11-08 15:00:00+00:00,,14.0,11.0,autumn,False
23.06,24.213,2024-11-08 15:00:00+00:00,2024-11-08 15:30:00+00:00,,15.0,11.0,autumn,False
24.15,25.3575,2024-11-08 15:30:00+00:00,2024-11-08 16:00:00+00:00,,15.0,11.0,autumn,False
36.1,37.905,2024-11-08 16:00:00+00:00,2024-11-08 16:30:00+00:00,,16.0,11.0,autumn,False
38.82,40.761,2024-11-08 16:30:00+00:00,2024-11-08 17:00:00+00:00,,16.0,11.0,autumn,False
37.32,39.186,2024-11-08 17:00:00+00:00,2024-11-08 17:30:00+00:00,,17.0,11.0,autumn,False
37.15,39.0075,2024-11-08 17:30:00+00:00,2024-11-08 18:00:00+00:00,,17.0,11.0,autumn,False
37.36,39.228,2024-11-08 18:00:00+00:00,2024-11-08 18:30:00+00:00,,18.0,11.0,autumn,False
35.05,36.8025,2024-11-08 18:30:00+00:00,2024-11-08 19:00:00+00:00,,18.0,11.0,autumn,False
23.88,25.074,2024-11-08 19:00:00+00:00,2024-11-08 19:30:00+00:00,,19.0,11.0,autumn,False
21.0,22.05,2024-11-08 19:30:00+00:00,2024-11-08 20:00:00+00:00,,19.0,11.0,autumn,False
21.0,22.05,2024-11-08 20:00:00+00:00,2024-11-08 20:30:00+00:00,,20.0,11.0,autumn,False
20.26,21.273,2024-11-08 20:30:00+00:00,2024-11-08 21:00:00+00:00,,20.0,11.0,autumn,False
20.58,21.609,2024-11-08 21:00:00+00:00,2024-11-08 21:30:00+00:00,,21.0,11.0,autumn,False
18.48,19.404,2024-11-08 21:30:00+00:00,2024-11-08 22:00:00+00:00,,21.0,11.0,autumn,False
19.53,20.5065,2024-11-08 22:00:00+00:00,2024-11-08 22:30:00+00:00,,22.0,11.0,autumn,False
18.51,19.4355,2024-11-08 22:30:00+00:00,2024-11-08 23:00:00+00:00,,22.0,11.0,autumn,False
19.73,20.7165,2024-11-08 23:00:00+00:00,2024-11-08 23:30:00+00:00,,23.0,11.0,autumn,False
18.35,19.2675,2024-11-08 23:30:00+00:00,2024-11-09 00:00:00+00:00,,23.0,11.0,autumn,False
18.23,19.1415,2024-11-09 00:00:00+00:00,2024-11-09 00:30:00+00:00,,0.0,11.0,autumn,False
19.16,20.118,2024-11-09 00:30:00+00:00,2024-11-09 01:00:00+00:00,,0.0,11.0,autumn,False
18.3,19.215,2024-11-09 01:00:00+00:00,2024-11-09 01:30:00+00:00,,1.0,11.0,autumn,False
18.9,19.845,2024-11-09 01:30:00+00:00,2024-11-09 02:00:00+00:00,,1.0,11.0,autumn,False
18.27,19.1835,2024-11-09 02:00:00+00:00,2024-11-09 02:30:00+00:00,,2.0,11.0,autumn,False
18.27,19.1835,2024-11-09 02:30:00+00:00,2024-11-09 03:00:00+00:00,,2.0,11.0,autumn,False
18.27,19.1835,2024-11-09 03:00:00+00:00,2024-11-09 03:30:00+00:00,,3.0,11.0,autumn,False
18.65,19.5825,2024-11-09 03:30:00+00:00,2024-11-09 04:00:00+00:00,,3.0,11.0,autumn,False
19.24,20.202,2024-11-09 04:00:00+00:00,2024-11-09 04:30:00+00:00,,4.0,11.0,autumn,False
18.23,19.1415,2024-11-09 04:30:00+00:00,2024-11-09 05:00:00+00:00,,4.0,11.0,autumn,False
18.9,19.845,2024-11-09 05:00:00+00:00,2024-11-09 05:30:00+00:00,,5.0,11.0,autumn,False
18.23,19.1415,2024-11-09 05:30:00+00:00,2024-11-09 06:00:00+00:00,,5.0,11.0,autumn,False
19.94,20.937,2024-11-09 06:00:00+00:00,2024-11-09 06:30:00+00:00,,6.0,11.0,autumn,False
20.21,21.2205,2024-11-09 06:30:00+00:00,2024-11-09 07:00:00+00:00,,6.0,11.0,autumn,False
19.59,20.5695,2024-11-09 07:00:00+00:00,2024-11-09 07:30:00+00:00,,7.0,11.0,autumn,False
22.22,23.331,2024-11-09 07:30:00+00:00,2024-11-09 08:00:00+00:00,,7.0,11.0,autumn,False
21.0,22.05,2024-11-09 08:00:00+00:00,2024-11-09 08:30:00+00:00,,8.0,11.0,autumn,False
23.94,25.137,2024-11-09 08:30:00+00:00,2024-11-09 09:00:00+00:00,,8.0,11.0,autumn,False
22.13,23.2365,2024-11-09 09:00:00+00:00,2024-11-09 09:30:00+00:00,,9.0,11.0,autumn,False
22.05,23.1525,2024-11-09 09:30:00+00:00,2024-11-09 10:00:00+00:00,,9.0,11.0,autumn,False
22.94,24.087,2024-11-09 10:00:00+00:00,2024-11-09 10:30:00+00:00,,10.0,11.0,autumn,False
23.2,24.36,2024-11-09 10:30:00+00:00,2024-11-09 11:00:00+00:00,,10.0,11.0,autumn,False
22.22,23.331,2024-11-09 11:00:00+00:00,2024-11-09 11:30:00+00:00,,11.0,11.0,autumn,False
24.19,25.3995,2024-11-09 11:30:00+00:00,2024-11-09 12:00:00+00:00,,11.0,11.0,autumn,False
24.15,25.3575,2024-11-09 12:00:00+00:00,2024-11-09 12:30:00+00:00,,12.0,11.0,autumn,False
24.57,25.7985,2024-11-09 12:30:00+00:00,2024-11-09 13:00:00+00:00,,12.0,11.0,autumn,False
24.99,26.2395,2024-11-09 13:00:00+00:00,2024-11-09 13:30:00+00:00,,13.0,11.0,autumn,False
22.27,23.3835,2024-11-09 13:30:00+00:00,2024-11-09 14:00:00+00:00,,13.0,11.0,autumn,False
24.7,25.935,2024-11-09 14:00:00+00:00,2024-11-09 14:30:00+00:00,,14.0,11.0,autumn,False
24.7,25.935,2024-11-09 14:30:00+00:00,2024-11-09 15:00:00+00:00,,14.0,11.0,autumn,False
25.39,26.6595,2024-11-09 15:00:00+00:00,2024-11-09 15:30:00+00:00,,15.0,11.0,autumn,False
27.09,28.4445,2024-11-09 15:30:00+00:00,2024-11-09 16:00:00+00:00,,15.0,11.0,autumn,False
37.78,39.669,2024-11-09 16:00:00+00:00,2024-11-09 16:30:00+00:00,,16.0,11.0,autumn,False
42.57,44.6985,2024-11-09 16:30:00+00:00,2024-11-09 17:00:00+00:00,,16.0,11.0,autumn,False
39.46,41.433,2024-11-09 17:00:00+00:00,2024-11-09 17:30:00+00:00,,17.0,11.0,autumn,False
40.72,42.756,2024-11-09 17:30:00+00:00,2024-11-09 18:00:00+00:00,,17.0,11.0,autumn,False
41.56,43.638,2024-11-09 18:00:00+00:00,2024-11-09 18:30:00+00:00,,18.0,11.0,autumn,False
39.17,41.1285,2024-11-09 18:30:00+00:00,2024-11-09 19:00:00+00:00,,18.0,11.0,autumn,False
25.41,26.6805,2024-11-09 19:00:00+00:00,2024-11-09 19:30:00+00:00,,19.0,11.0,autumn,False
22.07,23.1735,2024-11-09 19:30:00+00:00,2024-11-09 20:00:00+00:00,,19.0,11.0,autumn,False
