company_name,fu_id,zone,product,start_time_local,end_time_local,availability_mw_req,utilisation_mw_req,availability_price,utilisation_price,availability_mwh_req,utilisation_mwh_req,technology,dispatch_type,hours_requested,dispatch_method,start_time_utc,end_time_utc,time_utc
Ohme,OHME-UPLA-DA-20ED,Uplands Park,Day Ahead,2025-01-11T17:00:00+00:00,2025-01-11T19:00:00+00:00,0.0,0.02,0.0,240.0,0.0,0.04,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-11 17:00:00+00:00,2025-01-11 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,wrotham-da-ev-portfolio,Wrotham,Day Ahead,2025-01-11T17:00:00+00:00,2025-01-11T19:00:00+00:00,0.0,0.04,0.0,598.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-11 17:00:00+00:00,2025-01-11 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,cockfosters-da-ev-portfolio,Cockfosters,Day Ahead,2025-01-10T17:00:00+00:00,2025-01-10T19:00:00+00:00,0.0,0.07,0.0,178.0,0.0,0.14,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-10 17:00:00+00:00,2025-01-10 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,chartham-da-ev-portfolio,Chartham,Day Ahead,2025-01-09T17:00:00+00:00,2025-01-09T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-09 17:00:00+00:00,2025-01-09 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,hendon-way-da-ev-portfolio,Hendon Way,Day Ahead,2025-01-08T17:00:00+00:00,2025-01-08T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-08 17:00:00+00:00,2025-01-08 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,haverhill-da-ev-portfolio,Haverhill,Day Ahead,2025-01-07T17:00:00+00:00,2025-01-07T19:00:00+00:00,0.0,0.02,0.0,598.0,0.0,0.04,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-07 17:00:00+00:00,2025-01-07 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,brockenhurst-mill-hill-total-da-ev-portfolio,Brockenhurst Mill Hill Total,Day Ahead,2025-01-06T17:00:00+00:00,2025-01-06T19:00:00+00:00,0.0,0.04,0.0,358.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-06 17:00:00+00:00,2025-01-06 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,worthing-grid-a-da-ev-portfolio,Worthing Grid A,Day Ahead,2025-01-06T17:00:00+00:00,2025-01-06T19:00:00+00:00,0.0,0.29,0.0,740.0,0.0,0.58,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-06 17:00:00+00:00,2025-01-06 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,canvey-da-ev-portfolio,Canvey,Day Ahead,2025-01-05T17:00:00+00:00,2025-01-05T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-05 17:00:00+00:00,2025-01-05 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,chartham-da-ev-portfolio,Chartham,Day Ahead,2025-01-05T17:00:00+00:00,2025-01-05T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-05 17:00:00+00:00,2025-01-05 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,hendon-way-da-ev-portfolio,Hendon Way,Day Ahead,2025-01-05T17:00:00+00:00,2025-01-05T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-05 17:00:00+00:00,2025-01-05 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,west-letchworth-shefford-biggleswade-da-ev-portfolio,West Letchworth Shefford Biggleswade,Day Ahead,2025-01-05T17:00:00+00:00,2025-01-05T19:00:00+00:00,0.0,0.21,0.0,598.0,0.0,0.42,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-05 17:00:00+00:00,2025-01-05 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,brandon-da-ev-portfolio,Brandon,Day Ahead,2025-01-02T17:00:00+00:00,2025-01-02T19:00:00+00:00,0.0,0.01,0.0,598.0,0.0,0.02,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-02 17:00:00+00:00,2025-01-02 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,central-harpenden-da-ev-portfolio,Central Harpenden,Day Ahead,2025-01-01T17:00:00+00:00,2025-01-01T19:00:00+00:00,0.0,0.13,0.0,598.0,0.0,0.26,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-01 17:00:00+00:00,2025-01-01 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,wrotham-da-ev-portfolio,Wrotham,Day Ahead,2025-01-01T17:00:00+00:00,2025-01-01T19:00:00+00:00,0.0,0.04,0.0,598.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2025-01-01 17:00:00+00:00,2025-01-01 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,haverhill-da-ev-portfolio,Haverhill,Day Ahead,2024-12-31T17:00:00+00:00,2024-12-31T19:00:00+00:00,0.0,0.02,0.0,598.0,0.0,0.04,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-31 17:00:00+00:00,2024-12-31 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,uplands-park-da-ev-portfolio,Uplands Park,Day Ahead,2024-12-31T17:00:00+00:00,2024-12-31T19:00:00+00:00,0.0,0.04,0.0,238.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-31 17:00:00+00:00,2024-12-31 19:00:00+00:00,17:00:00+00:00
OVO Energy,OVO -WORT-LTU-FF03,Worthing Grid A,Day Ahead,2024-12-30T18:00:00+00:00,2024-12-30T18:30:00+00:00,0.0,0.02,0.0,250.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2024-12-30 18:00:00+00:00,2024-12-30 18:30:00+00:00,18:00:00+00:00
Axle Energy Limited,worthing-grid-a-da-ev-portfolio,Worthing Grid A,Day Ahead,2024-12-30T17:00:00+00:00,2024-12-30T19:00:00+00:00,0.0,0.29,0.0,740.0,0.0,0.58,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-30 17:00:00+00:00,2024-12-30 19:00:00+00:00,17:00:00+00:00
OVO Energy,OVO -WORT-LTU-FF03,Worthing Grid A,Day Ahead,2024-12-30T17:00:00+00:00,2024-12-30T17:30:00+00:00,0.0,0.02,0.0,250.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2024-12-30 17:00:00+00:00,2024-12-30 17:30:00+00:00,17:00:00+00:00
Axle Energy Limited,worthing-grid-a-da-battery-portfolio,Worthing Grid A,Day Ahead,2024-12-30T17:00:00+00:00,2024-12-30T19:00:00+00:00,0.0,0.08,0.0,740.0,0.0,0.16,Battery,demand_turn_down,2.0,epex,2024-12-30 17:00:00+00:00,2024-12-30 19:00:00+00:00,17:00:00+00:00
OVO Energy,OVO -SUND-LTU-ED4F,Sundon Little Barford,Day Ahead,2024-12-29T18:00:00+00:00,2024-12-29T18:30:00+00:00,0.0,0.03,0.0,250.0,0.0,0.02,EV Charger DSR,demand_turn_down,0.5,epex,2024-12-29 18:00:00+00:00,2024-12-29 18:30:00+00:00,18:00:00+00:00
OVO Energy,OVO -WEST-LTU-AFC3,West Letchworth Shefford Biggleswade,Day Ahead,2024-12-29T18:00:00+00:00,2024-12-29T18:30:00+00:00,0.0,0.01,0.0,250.0,0.0,0.0,EV Charger DSR,demand_turn_down,0.5,epex,2024-12-29 18:00:00+00:00,2024-12-29 18:30:00+00:00,18:00:00+00:00
Axle Energy Limited,chartham-da-ev-portfolio,Chartham,Day Ahead,2024-12-29T17:00:00+00:00,2024-12-29T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-29 17:00:00+00:00,2024-12-29 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,west-letchworth-shefford-biggleswade-da-battery-portfolio,West Letchworth Shefford Biggleswade,Day Ahead,2024-12-29T17:00:00+00:00,2024-12-29T19:00:00+00:00,0.0,0.07,0.0,598.0,0.0,0.14,Battery,demand_turn_down,2.0,epex,2024-12-29 17:00:00+00:00,2024-12-29 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,brockenhurst-mill-hill-total-da-ev-portfolio,Brockenhurst Mill Hill Total,Day Ahead,2024-12-26T17:00:00+00:00,2024-12-26T19:00:00+00:00,0.0,0.04,0.0,358.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-26 17:00:00+00:00,2024-12-26 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,chartham-da-ev-portfolio,Chartham,Day Ahead,2024-12-25T17:00:00+00:00,2024-12-25T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-25 17:00:00+00:00,2024-12-25 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,worthing-grid-a-da-battery-portfolio,Worthing Grid A,Day Ahead,2024-12-25T17:00:00+00:00,2024-12-25T19:00:00+00:00,0.0,0.08,0.0,740.0,0.0,0.16,Battery,demand_turn_down,2.0,epex,2024-12-25 17:00:00+00:00,2024-12-25 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,central-harpenden-da-ev-portfolio,Central Harpenden,Day Ahead,2024-12-24T17:00:00+00:00,2024-12-24T19:00:00+00:00,0.0,0.13,0.0,598.0,0.0,0.26,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-24 17:00:00+00:00,2024-12-24 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,haverhill-da-ev-portfolio,Haverhill,Day Ahead,2024-12-23T17:00:00+00:00,2024-12-23T19:00:00+00:00,0.0,0.02,0.0,598.0,0.0,0.04,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-23 17:00:00+00:00,2024-12-23 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,trowse-grid-33-da-ev-portfolio,Trowse Grid 33,Day Ahead,2024-12-22T17:00:00+00:00,2024-12-22T19:00:00+00:00,0.0,0.32,0.0,238.0,0.0,0.64,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-22 17:00:00+00:00,2024-12-22 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,worthing-grid-a-da-battery-portfolio,Worthing Grid A,Day Ahead,2024-12-22T17:00:00+00:00,2024-12-22T19:00:00+00:00,0.0,0.08,0.0,740.0,0.0,0.16,Battery,demand_turn_down,2.0,epex,2024-12-22 17:00:00+00:00,2024-12-22 19:00:00+00:00,17:00:00+00:00
Ohme,OHME-WEST-DA-44C6,West Letchworth Shefford Biggleswade,Day Ahead,2024-12-21T17:00:00+00:00,2024-12-21T19:00:00+00:00,0.0,0.04,0.0,600.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-21 17:00:00+00:00,2024-12-21 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,west-letchworth-shefford-biggleswade-da-ev-portfolio,West Letchworth Shefford Biggleswade,Day Ahead,2024-12-21T17:00:00+00:00,2024-12-21T19:00:00+00:00,0.0,0.21,0.0,598.0,0.0,0.42,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-21 17:00:00+00:00,2024-12-21 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,buckingham-road-da-ev-portfolio,Buckingham Road,Day Ahead,2024-12-20T17:00:00+00:00,2024-12-20T19:00:00+00:00,0.0,0.07,0.0,598.0,0.0,0.14,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-20 17:00:00+00:00,2024-12-20 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,haverhill-da-ev-portfolio,Haverhill,Day Ahead,2024-12-20T17:00:00+00:00,2024-12-20T19:00:00+00:00,0.0,0.02,0.0,598.0,0.0,0.04,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-20 17:00:00+00:00,2024-12-20 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,cockfosters-da-ev-portfolio,Cockfosters,Day Ahead,2024-12-19T17:00:00+00:00,2024-12-19T19:00:00+00:00,0.0,0.07,0.0,178.0,0.0,0.14,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-19 17:00:00+00:00,2024-12-19 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,chartham-da-ev-portfolio,Chartham,Day Ahead,2024-12-18T17:00:00+00:00,2024-12-18T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-18 17:00:00+00:00,2024-12-18 19:00:00+00:00,17:00:00+00:00
Ohme,OHME-WORT-DA-9FBE,Worthing Grid A,Day Ahead,2024-12-18T17:00:00+00:00,2024-12-18T19:00:00+00:00,0.0,0.05,0.0,742.0,0.0,0.1,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-18 17:00:00+00:00,2024-12-18 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,canvey-da-ev-portfolio,Canvey,Day Ahead,2024-12-17T17:00:00+00:00,2024-12-17T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-17 17:00:00+00:00,2024-12-17 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,central-harpenden-da-ev-portfolio,Central Harpenden,Day Ahead,2024-12-17T17:00:00+00:00,2024-12-17T19:00:00+00:00,0.0,0.13,0.0,598.0,0.0,0.26,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-17 17:00:00+00:00,2024-12-17 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,hendon-way-da-ev-portfolio,Hendon Way,Day Ahead,2024-12-17T17:00:00+00:00,2024-12-17T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-17 17:00:00+00:00,2024-12-17 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,brockenhurst-mill-hill-total-da-ev-portfolio,Brockenhurst Mill Hill Total,Day Ahead,2024-12-15T17:00:00+00:00,2024-12-15T19:00:00+00:00,0.0,0.04,0.0,358.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-15 17:00:00+00:00,2024-12-15 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,bramford-diss-thetford-da-ev-portfolio,Bramford Diss Thetford,Day Ahead,2024-12-13T17:00:00+00:00,2024-12-13T19:00:00+00:00,0.0,0.16,0.0,178.0,0.0,0.32,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-13 17:00:00+00:00,2024-12-13 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,buckingham-road-da-ev-portfolio,Buckingham Road,Day Ahead,2024-12-13T17:00:00+00:00,2024-12-13T19:00:00+00:00,0.0,0.07,0.0,598.0,0.0,0.14,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-13 17:00:00+00:00,2024-12-13 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,central-harpenden-da-ev-portfolio,Central Harpenden,Day Ahead,2024-12-13T17:00:00+00:00,2024-12-13T19:00:00+00:00,0.0,0.13,0.0,598.0,0.0,0.26,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-13 17:00:00+00:00,2024-12-13 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,brockenhurst-mill-hill-total-da-ev-portfolio,Brockenhurst Mill Hill Total,Day Ahead,2024-12-12T17:00:00+00:00,2024-12-12T19:00:00+00:00,0.0,0.04,0.0,358.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-12 17:00:00+00:00,2024-12-12 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,cockfosters-da-ev-portfolio,Cockfosters,Day Ahead,2024-12-12T17:00:00+00:00,2024-12-12T19:00:00+00:00,0.0,0.07,0.0,178.0,0.0,0.14,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-12 17:00:00+00:00,2024-12-12 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,brandon-da-ev-portfolio,Brandon,Day Ahead,2024-12-11T17:00:00+00:00,2024-12-11T19:00:00+00:00,0.0,0.01,0.0,598.0,0.0,0.02,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-11 17:00:00+00:00,2024-12-11 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,sundon-little-barford-da-ev-portfolio,Sundon Little Barford,Day Ahead,2024-12-11T17:00:00+00:00,2024-12-11T19:00:00+00:00,0.0,0.3,0.0,358.0,0.0,0.6,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-11 17:00:00+00:00,2024-12-11 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,worthing-grid-a-da-ev-portfolio,Worthing Grid A,Day Ahead,2024-12-11T17:00:00+00:00,2024-12-11T19:00:00+00:00,0.0,0.29,0.0,740.0,0.0,0.58,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-11 17:00:00+00:00,2024-12-11 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,bramford-diss-thetford-da-ev-portfolio,Bramford Diss Thetford,Day Ahead,2024-12-10T17:00:00+00:00,2024-12-10T19:00:00+00:00,0.0,0.16,0.0,178.0,0.0,0.32,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-10 17:00:00+00:00,2024-12-10 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,central-harpenden-da-ev-portfolio,Central Harpenden,Day Ahead,2024-12-10T17:00:00+00:00,2024-12-10T19:00:00+00:00,0.0,0.13,0.0,598.0,0.0,0.26,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-10 17:00:00+00:00,2024-12-10 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,wrotham-da-ev-portfolio,Wrotham,Day Ahead,2024-12-10T17:00:00+00:00,2024-12-10T19:00:00+00:00,0.0,0.04,0.0,598.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-10 17:00:00+00:00,2024-12-10 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,buckingham-road-da-ev-portfolio,Buckingham Road,Day Ahead,2024-12-09T17:00:00+00:00,2024-12-09T19:00:00+00:00,0.0,0.07,0.0,598.0,0.0,0.14,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-09 17:00:00+00:00,2024-12-09 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,uplands-park-da-ev-portfolio,Uplands Park,Day Ahead,2024-12-09T17:00:00+00:00,2024-12-09T19:00:00+00:00,0.0,0.04,0.0,238.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-09 17:00:00+00:00,2024-12-09 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,west-letchworth-shefford-biggleswade-da-ev-portfolio,West Letchworth Shefford Biggleswade,Day Ahead,2024-12-08T18:00:00+00:00,2024-12-08T20:00:00+00:00,0.0,0.21,0.0,598.0,0.0,0.42,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-08 18:00:00+00:00,2024-12-08 20:00:00+00:00,18:00:00+00:00
Axle Energy Limited,brockenhurst-mill-hill-total-da-ev-portfolio,Brockenhurst Mill Hill Total,Day Ahead,2024-12-08T17:00:00+00:00,2024-12-08T19:00:00+00:00,0.0,0.04,0.0,358.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-08 17:00:00+00:00,2024-12-08 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,trowse-grid-33-da-ev-portfolio,Trowse Grid 33,Day Ahead,2024-12-08T17:00:00+00:00,2024-12-08T19:00:00+00:00,0.0,0.32,0.0,238.0,0.0,0.64,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-08 17:00:00+00:00,2024-12-08 19:00:00+00:00,17:00:00+00:00
Ohme,OHME-WEST-DA-44C6,West Letchworth Shefford Biggleswade,Day Ahead,2024-12-07T18:00:00+00:00,2024-12-07T20:00:00+00:00,0.0,0.05,0.0,600.0,0.0,0.1,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-07 18:00:00+00:00,2024-12-07 20:00:00+00:00,18:00:00+00:00
Axle Energy Limited,west-letchworth-shefford-biggleswade-da-battery-portfolio,West Letchworth Shefford Biggleswade,Day Ahead,2024-12-07T18:00:00+00:00,2024-12-07T19:00:00+00:00,0.0,0.12,0.0,598.0,0.0,0.12,Battery,demand_turn_down,1.0,epex,2024-12-07 18:00:00+00:00,2024-12-07 19:00:00+00:00,18:00:00+00:00
Axle Energy Limited,west-letchworth-shefford-biggleswade-da-battery-portfolio,West Letchworth Shefford Biggleswade,Day Ahead,2024-12-07T18:00:00+00:00,2024-12-07T20:00:00+00:00,0.0,0.12,0.0,598.0,0.0,0.24,Battery,demand_turn_down,2.0,epex,2024-12-07 18:00:00+00:00,2024-12-07 20:00:00+00:00,18:00:00+00:00
Axle Energy Limited,brandon-da-ev-portfolio,Brandon,Day Ahead,2024-12-07T17:00:00+00:00,2024-12-07T19:00:00+00:00,0.0,0.01,0.0,598.0,0.0,0.02,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-07 17:00:00+00:00,2024-12-07 19:00:00+00:00,17:00:00+00:00
Ohme,OHME-CANV-DA-ADDB,Canvey,Day Ahead,2024-12-07T17:00:00+00:00,2024-12-07T19:00:00+00:00,0.0,0.02,0.0,600.0,0.0,0.04,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-07 17:00:00+00:00,2024-12-07 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,sundon-little-barford-da-ev-portfolio,Sundon Little Barford,Day Ahead,2024-12-07T17:00:00+00:00,2024-12-07T19:00:00+00:00,0.0,0.3,0.0,358.0,0.0,0.6,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-07 17:00:00+00:00,2024-12-07 19:00:00+00:00,17:00:00+00:00
Ohme,OHME-WEST-DA-44C6,West Letchworth Shefford Biggleswade,Day Ahead,2024-12-07T17:00:00+00:00,2024-12-07T18:00:00+00:00,0.0,0.05,0.0,600.0,0.0,0.05,EV Charger DSR,demand_turn_down,1.0,epex,2024-12-07 17:00:00+00:00,2024-12-07 18:00:00+00:00,17:00:00+00:00
Axle Energy Limited,west-letchworth-shefford-biggleswade-da-ev-portfolio,West Letchworth Shefford Biggleswade,Day Ahead,2024-12-07T17:00:00+00:00,2024-12-07T18:00:00+00:00,0.0,0.21,0.0,598.0,0.0,0.21,EV Charger DSR,demand_turn_down,1.0,epex,2024-12-07 17:00:00+00:00,2024-12-07 18:00:00+00:00,17:00:00+00:00
Axle Energy Limited,west-letchworth-shefford-biggleswade-da-battery-portfolio,West Letchworth Shefford Biggleswade,Day Ahead,2024-12-06T19:00:00+00:00,2024-12-06T20:00:00+00:00,0.0,0.12,0.0,598.0,0.0,0.12,Battery,demand_turn_down,1.0,epex,2024-12-06 19:00:00+00:00,2024-12-06 20:00:00+00:00,19:00:00+00:00
Axle Energy Limited,brockenhurst-mill-hill-total-da-ev-portfolio,Brockenhurst Mill Hill Total,Day Ahead,2024-12-06T17:00:00+00:00,2024-12-06T19:00:00+00:00,0.0,0.04,0.0,358.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-06 17:00:00+00:00,2024-12-06 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,central-harpenden-da-ev-portfolio,Central Harpenden,Day Ahead,2024-12-06T17:00:00+00:00,2024-12-06T19:00:00+00:00,0.0,0.13,0.0,598.0,0.0,0.26,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-06 17:00:00+00:00,2024-12-06 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,wrotham-da-ev-portfolio,Wrotham,Day Ahead,2024-12-06T17:00:00+00:00,2024-12-06T19:00:00+00:00,0.0,0.04,0.0,598.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-06 17:00:00+00:00,2024-12-06 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,chartham-da-ev-portfolio,Chartham,Day Ahead,2024-12-05T17:00:00+00:00,2024-12-05T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-05 17:00:00+00:00,2024-12-05 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,manton-lane-da-ev-portfolio,Manton Lane,Day Ahead,2024-12-05T17:00:00+00:00,2024-12-05T19:00:00+00:00,0.0,0.07,0.0,598.0,0.0,0.14,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-05 17:00:00+00:00,2024-12-05 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,worthing-grid-a-da-ev-portfolio,Worthing Grid A,Day Ahead,2024-12-05T17:00:00+00:00,2024-12-05T19:00:00+00:00,0.0,0.29,0.0,740.0,0.0,0.58,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-05 17:00:00+00:00,2024-12-05 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,worthing-grid-a-da-battery-portfolio,Worthing Grid A,Day Ahead,2024-12-05T17:00:00+00:00,2024-12-05T19:00:00+00:00,0.0,0.08,0.0,740.0,0.0,0.16,Battery,demand_turn_down,2.0,epex,2024-12-05 17:00:00+00:00,2024-12-05 19:00:00+00:00,17:00:00+00:00
Ohme,OHME-BROC-DA-E944,Brockenhurst Mill Hill Total,Day Ahead,2024-12-04T17:00:00+00:00,2024-12-04T19:00:00+00:00,0.0,0.03,0.0,360.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-04 17:00:00+00:00,2024-12-04 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,brockenhurst-mill-hill-total-da-ev-portfolio,Brockenhurst Mill Hill Total,Day Ahead,2024-12-04T17:00:00+00:00,2024-12-04T19:00:00+00:00,0.0,0.04,0.0,358.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-04 17:00:00+00:00,2024-12-04 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,trowse-grid-33-da-ev-portfolio,Trowse Grid 33,Day Ahead,2024-12-04T17:00:00+00:00,2024-12-04T19:00:00+00:00,0.0,0.32,0.0,238.0,0.0,0.64,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-04 17:00:00+00:00,2024-12-04 19:00:00+00:00,17:00:00+00:00
Ohme,OHME-TROW-DA-9DB3,Trowse Grid 33,Day Ahead,2024-12-04T17:00:00+00:00,2024-12-04T19:00:00+00:00,0.0,0.07,0.0,240.0,0.0,0.14,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-04 17:00:00+00:00,2024-12-04 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,manton-lane-da-ev-portfolio,Manton Lane,Day Ahead,2024-12-01T17:00:00+00:00,2024-12-01T19:00:00+00:00,0.0,0.07,0.0,598.0,0.0,0.14,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-01 17:00:00+00:00,2024-12-01 19:00:00+00:00,17:00:00+00:00
Ohme,Sundon Little Barford,Sundon Little Barford,Day Ahead,2024-12-01T17:00:00+00:00,2024-12-01T19:00:00+00:00,0.0,0.08,0.0,360.0,0.0,0.16,EV Charger DSR,demand_turn_down,2.0,epex,2024-12-01 17:00:00+00:00,2024-12-01 19:00:00+00:00,17:00:00+00:00
